policy_id,age,gender,state,occupation,marital_status,credit_score,policy_type,annual_premium,policy_start_date,years_as_customer,num_prior_claims,has_violations
POL-00865,42,Male,AZ,Sales Manager,Single,408,Basic,4076.2,2023-05-01,5,0,0
POL-00866,41,Male,FL,Mechanic,Single,312,Comprehensive,1622.88,2021-01-08,15,2,0
POL-00867,48,Female,NJ,Lawyer,Single,593,Basic,1669.16,2024-12-09,1,2,0
POL-00868,18,Female,AZ,Retail Worker,Widowed,564,Premium,5820.15,2022-05-17,5,4,0
POL-00869,51,Female,PA,Construction Worker,Married,710,Basic,2141.8,2021-01-11,2,7,1
POL-00870,38,Female,WA,Nurse,Single,680,Comprehensive,1960.48,2020-08-10,3,1,0
POL-00871,56,Female,CA,Mechanic,Divorced,466,Basic,989.89,2023-05-07,0,4,0
POL-00872,53,Male,TX,Mechanic,Divorced,387,Basic,4728.04,2024-06-06,15,0,0
POL-00873,38,Male,MI,Software Engineer,Divorced,589,Comprehensive,4251.62,2021-10-06,12,5,0
POL-00874,62,Male,NJ,Electrician,Single,814,Standard,677.64,2024-06-18,12,7,0
POL-00875,36,Male,PA,Retail Worker,Widowed,380,Basic,7646.14,2021-04-19,6,2,0
POL-00876,50,Female,MA,Doctor,Married,647,Premium,3202.37,2024-10-18,13,0,1
POL-00877,33,Male,WI,Chef,Single,456,Comprehensive,1230.55,2020-01-31,4,4,0
POL-00878,49,Male,MA,Sales Manager,Married,602,Standard,1011.21,2023-03-26,11,5,0
POL-00879,22,Male,MA,Accountant,Widowed,562,Comprehensive,5377.19,2020-10-14,3,7,0
POL-00880,41,Female,WA,Electrician,Married,751,Premium,4343.59,2023-07-03,10,5,0
POL-00881,61,Female,IN,Lawyer,Divorced,343,Basic,6057.82,2021-05-16,0,2,0
POL-00882,36,Female,IL,Chef,Widowed,374,Standard,3411.67,2022-08-04,2,5,1
POL-00883,47,Female,NY,Teacher,Married,410,Comprehensive,6261.62,2021-02-12,12,5,0
POL-00884,38,Female,WI,Lawyer,Married,787,Basic,2587.81,2020-03-19,4,7,0
POL-00885,58,Male,NJ,Chef,Single,689,Basic,7523.45,2022-01-10,13,7,0
POL-00886,21,Male,CA,Doctor,Widowed,576,Premium,5267.65,2020-06-20,4,1,0
POL-00887,43,Male,MI,Freelancer,Widowed,729,Standard,5522.33,2021-06-15,5,0,0
POL-00888,75,Female,NJ,Doctor,Divorced,468,Standard,3119.57,2022-05-08,15,7,0
POL-00889,62,Female,VA,Student,Widowed,310,Standard,1083.57,2023-09-29,4,5,0
POL-00890,18,Male,MA,Student,Married,811,Premium,1352.05,2023-10-12,13,4,0
POL-00891,46,Male,MA,Retail Worker,Single,337,Standard,6092.81,2021-01-19,13,8,0
POL-00892,56,Female,OH,Sales Manager,Married,495,Basic,3276.92,2022-01-15,0,4,0
POL-00893,50,Male,TN,Retail Worker,Widowed,723,Comprehensive,3137.97,2024-08-23,13,8,0
POL-00894,25,Male,MA,Electrician,Divorced,481,Standard,4570.72,2022-02-20,9,6,0
POL-00895,62,Male,FL,Doctor,Single,391,Basic,5121.95,2022-04-22,3,7,0
POL-00896,58,Female,IN,Chef,Single,596,Comprehensive,2089.03,2024-05-10,14,8,1
POL-00897,25,Male,TN,Teacher,Divorced,775,Comprehensive,7309.95,2023-08-13,12,0,0
POL-00898,68,Male,IN,Accountant,Divorced,570,Premium,6788.63,2024-06-16,13,3,0
POL-00899,75,Female,TX,Software Engineer,Single,457,Premium,6805.77,2022-11-28,10,5,0
POL-00900,54,Female,GA,Driver,Widowed,497,Comprehensive,6714.12,2024-06-29,13,2,1
POL-00901,64,Male,WA,Student,Divorced,829,Standard,3780.51,2020-07-22,4,8,0
POL-00902,58,Female,NC,Freelancer,Married,630,Standard,1199.41,2020-02-22,13,0,0
POL-00903,19,Male,MD,Electrician,Single,433,Comprehensive,5258.47,2024-05-11,11,2,0
POL-00904,59,Male,MI,Mechanic,Married,687,Premium,5444.43,2021-07-17,2,2,0
POL-00905,58,Male,NY,Lawyer,Single,409,Standard,2618.47,2021-01-04,2,1,1
POL-00906,72,Female,OH,Electrician,Single,802,Basic,3603.09,2022-09-23,2,3,1
POL-00907,42,Female,MA,Doctor,Married,484,Premium,576.05,2020-12-31,1,1,0
POL-00908,40,Female,WI,Chef,Single,462,Premium,7449.37,2021-01-29,0,8,0
POL-00909,51,Male,OH,Freelancer,Divorced,417,Standard,721.23,2020-10-10,7,1,0
POL-00910,35,Female,TN,Mechanic,Single,656,Premium,4002.83,2024-07-14,15,6,1
POL-00911,30,Female,IL,Mechanic,Divorced,702,Basic,4877.36,2024-04-18,9,2,0
POL-00912,64,Female,AZ,Student,Widowed,733,Premium,6619.19,2023-06-29,3,6,1
POL-00913,30,Female,VA,Student,Single,760,Standard,7170.87,2022-11-13,8,6,0
POL-00914,56,Female,WA,Software Engineer,Single,484,Premium,3720.4,2021-01-15,11,3,0
POL-00915,31,Female,VA,Nurse,Divorced,425,Basic,2889.42,2020-01-23,10,3,1
POL-00916,54,Female,GA,Driver,Single,694,Premium,5013.51,2022-12-15,6,1,0
POL-00917,63,Male,MD,Student,Widowed,745,Premium,6600.46,2021-02-09,6,0,1
POL-00918,49,Male,NC,Electrician,Single,427,Comprehensive,1783.55,2021-10-31,12,3,0
POL-00919,36,Male,MD,Software Engineer,Widowed,591,Standard,6812.32,2022-04-04,1,8,0
POL-00920,39,Male,FL,Lawyer,Single,725,Premium,2560.05,2024-03-23,11,6,0
POL-00921,53,Female,TN,Chef,Single,702,Premium,5723.43,2022-07-19,15,1,0
POL-00922,57,Male,CA,Mechanic,Single,310,Standard,1288.52,2021-10-23,13,3,0
POL-00923,23,Male,VA,Freelancer,Single,353,Premium,7124.9,2020-03-29,3,0,0
POL-00924,22,Female,NJ,Construction Worker,Widowed,576,Standard,7436.44,2023-04-09,14,1,0
POL-00925,38,Male,MD,Student,Widowed,757,Basic,4413.23,2021-05-07,15,7,0
POL-00926,38,Female,GA,Teacher,Divorced,603,Basic,3147.57,2024-09-07,7,3,0
POL-00927,22,Female,TX,Mechanic,Single,521,Comprehensive,6638.84,2021-01-19,15,1,0
POL-00928,31,Female,MI,Construction Worker,Widowed,457,Basic,7355.94,2021-03-24,11,6,1
POL-00929,73,Male,WA,Mechanic,Single,584,Comprehensive,1731.47,2021-09-21,3,2,1
POL-00930,74,Male,NY,Mechanic,Single,771,Standard,2500.68,2022-09-02,14,5,0
POL-00931,25,Male,VA,Electrician,Married,454,Comprehensive,4266.43,2022-11-06,10,0,1
POL-00932,35,Female,NY,Software Engineer,Widowed,732,Standard,2705.04,2022-04-04,5,4,1
POL-00933,51,Female,NY,Retail Worker,Single,554,Basic,2146.85,2020-04-18,1,4,0
POL-00934,22,Male,NC,Mechanic,Widowed,701,Comprehensive,1259.78,2024-02-12,8,7,0
POL-00935,28,Male,VA,Retail Worker,Divorced,594,Basic,1206.82,2022-10-27,15,4,0
POL-00936,28,Female,FL,Nurse,Married,640,Comprehensive,1563.75,2020-01-27,15,6,0
POL-00937,19,Male,NC,Student,Single,474,Basic,4955.04,2022-08-28,0,7,0
POL-00938,48,Male,TX,Freelancer,Single,597,Standard,4439.52,2020-12-08,4,1,0
POL-00939,37,Female,MA,Lawyer,Divorced,563,Comprehensive,2401.53,2022-07-28,0,5,0
POL-00940,63,Female,IN,Doctor,Widowed,415,Premium,5643.38,2024-01-31,0,2,1
POL-00941,72,Male,PA,Sales Manager,Widowed,331,Standard,4831.88,2023-11-26,13,5,0
POL-00942,65,Male,OH,Student,Widowed,410,Premium,7078.58,2023-10-22,14,8,0
POL-00943,34,Female,NJ,Electrician,Widowed,582,Premium,1929.29,2023-04-01,10,1,1
POL-00944,68,Female,MD,Doctor,Divorced,595,Basic,7771.02,2022-10-18,4,7,0
POL-00945,51,Female,WI,Driver,Married,610,Comprehensive,2661.95,2024-06-25,9,0,1
POL-00946,20,Male,MI,Freelancer,Single,354,Comprehensive,2793.66,2022-05-31,11,0,0
POL-00947,34,Male,VA,Student,Divorced,814,Standard,7652.64,2023-12-31,8,2,0
POL-00948,45,Male,MI,Mechanic,Single,784,Premium,2365.46,2023-10-21,12,6,1
POL-00949,75,Male,NC,Student,Divorced,618,Standard,4729.31,2023-10-22,10,2,0
POL-00950,34,Male,AZ,Driver,Married,608,Premium,1141.98,2023-03-06,14,8,0
POL-00951,42,Female,NY,Nurse,Widowed,620,Premium,4012.84,2022-05-25,14,6,1
POL-00952,47,Male,MO,Software Engineer,Widowed,390,Standard,5114.06,2021-09-11,7,8,0
POL-00953,26,Female,TX,Doctor,Widowed,428,Comprehensive,5525.59,2022-08-05,14,0,0
POL-00954,21,Female,NY,Sales Manager,Single,597,Comprehensive,5679.45,2024-11-05,1,1,0
POL-00955,62,Male,IN,Nurse,Widowed,439,Standard,7212.89,2023-08-03,4,4,0
POL-00956,64,Male,TN,Chef,Married,417,Basic,500.27,2023-05-21,3,8,0
POL-00957,33,Male,NY,Lawyer,Single,817,Comprehensive,3430.35,2020-09-06,9,6,1
POL-00958,29,Male,MO,Accountant,Widowed,426,Comprehensive,1596.85,2020-02-14,5,2,0
POL-00959,28,Male,TN,Lawyer,Divorced,596,Basic,7693.19,2022-10-06,11,4,1
POL-00960,42,Male,MA,Electrician,Widowed,451,Basic,2625.67,2020-09-03,12,0,0
POL-00961,20,Female,TX,Student,Divorced,442,Comprehensive,7118.18,2022-07-27,8,0,0
POL-00962,40,Male,VA,Student,Widowed,825,Basic,1808.73,2020-11-06,11,5,1
POL-00963,63,Male,NC,Doctor,Divorced,703,Basic,7371.2,2023-08-14,15,6,1
POL-00964,56,Male,MD,Construction Worker,Divorced,432,Premium,4916.39,2023-04-04,11,6,0
POL-00965,20,Male,IL,Mechanic,Single,408,Comprehensive,7506.75,2022-09-02,10,3,0
POL-00966,24,Male,WA,Doctor,Widowed,365,Basic,5089.28,2020-08-22,1,1,1
POL-00967,66,Female,WI,Retail Worker,Single,478,Premium,1307.46,2022-07-09,12,2,0
POL-00968,30,Female,TN,Lawyer,Divorced,530,Standard,6066.15,2022-06-07,6,1,0
POL-00969,58,Male,OH,Software Engineer,Married,305,Premium,6307.89,2023-03-09,2,5,0
POL-00970,61,Female,OH,Freelancer,Married,785,Premium,3173.64,2023-02-18,4,1,1
POL-00971,45,Female,FL,Chef,Single,430,Premium,1256.85,2022-10-18,7,0,0
POL-00972,19,Male,MI,Student,Divorced,699,Premium,1009.65,2024-11-19,5,4,0
POL-00973,52,Male,IN,Student,Divorced,708,Basic,4594.56,2024-12-31,3,7,0
POL-00974,59,Male,TX,Sales Manager,Widowed,567,Standard,3009.06,2024-04-15,1,2,0
POL-00975,53,Female,TX,Mechanic,Widowed,374,Basic,3093.84,2020-05-24,13,1,1
POL-00976,26,Female,TX,Teacher,Single,808,Standard,5377.53,2022-06-02,15,4,0
POL-00977,19,Male,CA,Doctor,Married,847,Comprehensive,5614.56,2024-02-20,0,8,1
POL-00978,21,Female,WA,Construction Worker,Married,740,Comprehensive,4621.59,2020-08-24,14,1,0
POL-00979,40,Male,NJ,Electrician,Single,543,Standard,1189.93,2020-01-21,7,6,0
POL-00980,69,Male,GA,Freelancer,Single,378,Basic,1450.37,2021-01-04,9,0,0
POL-00981,40,Male,MI,Nurse,Widowed,790,Basic,5424.43,2020-06-05,8,8,0
POL-00982,49,Female,GA,Lawyer,Divorced,675,Premium,7017.28,2021-05-15,8,5,0
POL-00983,21,Female,AZ,Construction Worker,Widowed,586,Basic,2026.66,2020-10-07,7,4,0
POL-00984,25,Female,PA,Software Engineer,Married,750,Comprehensive,7647.84,2020-02-13,15,0,0
POL-00985,35,Female,MI,Freelancer,Single,361,Premium,6909.31,2022-02-25,15,0,1
POL-00986,42,Female,TX,Mechanic,Married,688,Standard,5449.44,2022-12-26,1,4,0
POL-00987,52,Female,CA,Student,Divorced,568,Standard,6179.39,2021-11-29,13,6,0
POL-00988,69,Male,MO,Electrician,Divorced,847,Comprehensive,3678.76,2024-01-12,8,2,1
POL-00989,47,Male,PA,Student,Single,587,Premium,1141.53,2021-05-26,9,5,1
POL-00990,20,Female,VA,Accountant,Divorced,312,Basic,2801.71,2023-09-15,10,4,0
POL-00991,46,Female,CA,Lawyer,Single,777,Basic,7744.14,2022-09-10,6,6,0
POL-00992,55,Male,NC,Student,Divorced,365,Comprehensive,1848.53,2024-04-17,8,4,1
POL-00993,26,Male,IL,Nurse,Single,538,Basic,5409.51,2021-01-12,14,5,0
POL-00994,53,Male,TX,Construction Worker,Divorced,563,Basic,5587.91,2024-10-22,11,8,0
POL-00995,56,Male,VA,Teacher,Single,819,Comprehensive,1348.87,2020-06-07,7,3,0
POL-00996,54,Female,AZ,Teacher,Widowed,589,Standard,685.21,2023-05-28,11,5,1
POL-00997,75,Female,TN,Accountant,Single,464,Premium,834.58,2020-11-03,0,1,0
POL-00998,69,Female,IN,Construction Worker,Divorced,520,Comprehensive,6730.45,2020-03-07,4,6,0
POL-00999,22,Male,MD,Driver,Widowed,424,Basic,5053.27,2023-09-12,14,5,0
POL-01000,30,Female,GA,Sales Manager,Married,670,Standard,3918.66,2024-03-12,3,3,1
POL-01001,64,Female,VA,Teacher,Divorced,817,Basic,7359.77,2023-08-31,15,3,1
POL-01002,68,Female,GA,Chef,Married,850,Standard,6323.36,2022-04-14,4,4,0
POL-01003,39,Female,NY,Teacher,Widowed,731,Standard,4820.09,2023-07-19,6,2,1
POL-01004,18,Male,NY,Electrician,Divorced,781,Basic,1447.98,2020-03-10,13,0,0
POL-01005,22,Male,IN,Freelancer,Widowed,732,Premium,1455.9,2023-11-28,7,4,0
POL-01006,39,Female,MD,Chef,Single,346,Basic,6040.61,2021-12-27,14,6,1
POL-01007,65,Female,MI,Doctor,Widowed,437,Standard,5927.81,2023-04-22,2,2,0
POL-01008,55,Female,MA,Electrician,Divorced,749,Standard,4315.0,2023-04-19,8,1,0
POL-01009,37,Female,NJ,Software Engineer,Widowed,592,Premium,3380.51,2024-03-30,5,2,0
POL-01010,70,Male,AZ,Driver,Divorced,621,Basic,3105.09,2020-12-05,3,4,0
POL-01011,49,Female,GA,Student,Married,595,Premium,7916.04,2024-03-23,3,3,0
POL-01012,27,Male,OH,Driver,Married,328,Basic,7698.93,2023-01-10,6,0,1
POL-01013,71,Male,VA,Mechanic,Divorced,736,Comprehensive,4406.7,2024-08-28,14,4,0
POL-01014,63,Male,MA,Student,Widowed,805,Premium,1151.48,2020-10-07,8,1,0
POL-01015,69,Male,GA,Construction Worker,Single,634,Standard,4302.95,2021-07-19,14,8,0
POL-01016,63,Female,TX,Electrician,Single,833,Premium,1927.99,2023-02-17,1,0,0
POL-01017,26,Female,GA,Retail Worker,Married,571,Comprehensive,1635.75,2024-07-24,5,7,0
POL-01018,26,Male,FL,Driver,Married,303,Comprehensive,1004.46,2023-02-16,6,2,0
POL-01019,44,Female,WI,Electrician,Married,657,Comprehensive,4478.46,2021-01-03,9,3,0
POL-01020,60,Female,TN,Doctor,Widowed,665,Comprehensive,2715.63,2021-03-24,3,4,1
POL-01021,46,Female,GA,Retail Worker,Widowed,418,Standard,3985.52,2021-10-15,3,5,1
POL-01022,63,Male,TN,Freelancer,Widowed,721,Standard,717.22,2021-07-02,6,6,0
POL-01023,53,Female,NC,Retail Worker,Divorced,721,Comprehensive,6567.73,2022-05-20,12,4,0
POL-01024,35,Female,GA,Sales Manager,Single,615,Comprehensive,3573.59,2023-03-18,5,8,0
POL-01025,67,Male,WI,Chef,Divorced,432,Basic,7627.09,2020-02-13,12,1,0
POL-01026,40,Male,TX,Driver,Married,670,Standard,7889.13,2024-09-12,12,3,0
POL-01027,69,Male,VA,Sales Manager,Widowed,520,Standard,7550.1,2020-03-14,0,8,0
POL-01028,50,Female,TN,Software Engineer,Married,589,Premium,681.83,2023-07-17,7,0,0
POL-01029,65,Male,WA,Retail Worker,Widowed,434,Premium,6964.88,2020-06-05,2,8,1
POL-01030,19,Male,MO,Chef,Married,397,Comprehensive,1957.13,2023-05-25,9,5,1
POL-01031,50,Male,MI,Accountant,Widowed,507,Basic,2482.02,2023-09-05,15,6,0
POL-01032,45,Male,GA,Electrician,Divorced,794,Premium,7307.49,2022-12-28,7,6,0
POL-01033,49,Female,VA,Doctor,Single,763,Standard,4834.1,2020-02-20,12,3,1
POL-01034,41,Female,MD,Teacher,Divorced,640,Standard,6572.61,2020-06-20,3,8,0
POL-01035,31,Female,MD,Mechanic,Single,444,Comprehensive,5123.66,2022-08-27,7,0,1
POL-01036,34,Female,MI,Construction Worker,Divorced,454,Basic,2910.82,2023-03-03,13,0,0
POL-01037,62,Male,MO,Doctor,Widowed,811,Premium,7696.06,2021-04-27,10,7,1
POL-01038,50,Male,NY,Electrician,Single,684,Standard,6176.65,2020-11-27,3,2,0
POL-01039,46,Male,TX,Student,Widowed,807,Standard,5196.24,2022-12-10,15,2,1
POL-01040,43,Male,MI,Teacher,Widowed,601,Premium,4418.6,2023-06-13,11,2,0
POL-01041,36,Male,WI,Construction Worker,Divorced,831,Premium,4040.83,2021-03-07,10,2,0
POL-01042,51,Female,CA,Sales Manager,Widowed,483,Standard,4028.7,2020-01-12,9,3,0
POL-01043,62,Male,MO,Lawyer,Divorced,396,Basic,5187.3,2023-05-02,5,1,0
POL-01044,58,Male,VA,Retail Worker,Single,497,Premium,2631.41,2024-11-12,13,4,0
POL-01045,57,Female,NC,Driver,Married,379,Standard,1272.32,2021-03-19,8,2,0
POL-01046,54,Male,PA,Doctor,Widowed,638,Premium,7749.94,2024-02-18,15,3,0
POL-01047,18,Male,OH,Teacher,Married,446,Standard,4065.98,2020-01-01,10,1,0
POL-01048,26,Female,AZ,Retail Worker,Widowed,634,Premium,4252.81,2020-08-28,7,8,1
POL-01049,42,Female,TN,Sales Manager,Divorced,834,Premium,4480.14,2024-12-13,6,2,0
POL-01050,63,Male,AZ,Driver,Widowed,801,Premium,5640.26,2023-02-16,13,5,0
POL-01051,19,Female,MA,Doctor,Divorced,734,Standard,5127.31,2024-11-29,6,6,0
POL-01052,29,Male,OH,Lawyer,Divorced,838,Standard,542.11,2021-09-27,10,1,0
POL-01053,34,Male,WI,Accountant,Single,581,Comprehensive,3487.21,2023-11-25,8,4,0
POL-01054,54,Male,TN,Chef,Widowed,802,Standard,4050.86,2024-11-26,3,0,0
POL-01055,19,Male,IL,Freelancer,Married,384,Comprehensive,6755.48,2020-09-01,1,7,0
POL-01056,38,Male,MO,Accountant,Married,317,Premium,6779.55,2024-10-03,10,2,0
POL-01057,51,Male,WA,Electrician,Single,366,Standard,6687.86,2022-10-24,4,4,0
POL-01058,29,Female,TX,Accountant,Married,817,Comprehensive,1797.26,2024-03-09,0,4,0
POL-01059,53,Female,NY,Sales Manager,Widowed,388,Comprehensive,1161.21,2020-07-04,5,1,0
POL-01060,38,Male,IL,Doctor,Single,522,Premium,3952.62,2024-12-01,7,4,0
POL-01061,65,Male,MI,Software Engineer,Widowed,593,Standard,2592.23,2023-03-03,10,6,0
POL-01062,71,Male,NC,Student,Married,481,Premium,2445.16,2022-06-19,8,1,1
POL-01063,40,Female,VA,Doctor,Widowed,474,Basic,7622.49,2023-04-13,12,2,0
POL-01064,62,Female,VA,Retail Worker,Divorced,512,Premium,5747.4,2022-10-28,8,1,0
POL-01065,34,Male,MA,Accountant,Single,418,Standard,4064.07,2022-08-14,10,5,1
POL-01066,60,Male,NJ,Construction Worker,Single,667,Basic,1690.63,2022-08-31,10,5,0
POL-01067,29,Female,MI,Nurse,Widowed,490,Basic,3792.57,2023-06-16,14,6,1
POL-01068,48,Male,NC,Construction Worker,Divorced,645,Comprehensive,5589.17,2021-09-06,1,3,0
POL-01069,44,Female,NC,Chef,Widowed,329,Standard,4341.53,2021-09-07,6,2,0
POL-01070,60,Female,TX,Teacher,Divorced,444,Premium,3940.35,2020-12-04,14,0,0
POL-01071,30,Male,MI,Accountant,Single,489,Standard,6933.22,2022-06-13,2,3,0
POL-01072,61,Female,CA,Lawyer,Married,652,Basic,4031.01,2023-11-07,12,3,1
POL-01073,60,Female,MA,Construction Worker,Married,398,Comprehensive,1463.77,2024-04-11,4,6,0
POL-01074,75,Female,AZ,Chef,Widowed,846,Basic,3101.5,2023-10-03,0,3,0
POL-01075,67,Male,VA,Sales Manager,Divorced,813,Basic,5079.25,2024-03-19,12,1,0
POL-01076,26,Female,OH,Software Engineer,Married,609,Comprehensive,1196.38,2022-02-25,5,6,0
POL-01077,36,Female,WA,Retail Worker,Widowed,335,Premium,7688.85,2022-05-13,5,2,1
POL-01078,61,Male,MA,Doctor,Single,654,Basic,5419.01,2022-04-08,0,2,0
POL-01079,26,Female,MA,Software Engineer,Widowed,711,Comprehensive,6285.2,2021-09-12,13,4,0
POL-01080,56,Female,IN,Sales Manager,Widowed,643,Premium,1337.54,2021-01-01,13,8,1
POL-01081,73,Male,PA,Software Engineer,Divorced,564,Standard,4361.72,2023-06-12,14,6,0
POL-01082,47,Female,TX,Teacher,Widowed,771,Premium,875.55,2023-05-12,11,4,1
POL-01083,39,Female,CA,Driver,Divorced,483,Premium,3176.64,2020-02-05,14,5,0
POL-01084,58,Male,WI,Teacher,Divorced,337,Comprehensive,2364.7,2020-06-21,3,2,0
POL-01085,58,Female,AZ,Student,Divorced,653,Comprehensive,5667.44,2021-05-14,14,0,0
POL-01086,38,Female,TX,Nurse,Single,691,Basic,3033.3,2023-07-28,9,6,1
POL-01087,19,Male,NC,Construction Worker,Single,743,Basic,6452.34,2023-03-15,8,4,0
POL-01088,62,Male,VA,Chef,Widowed,520,Comprehensive,2560.9,2023-11-11,5,4,0
POL-01089,56,Female,IL,Retail Worker,Divorced,579,Basic,3553.87,2020-02-08,13,2,0
POL-01090,35,Female,WI,Doctor,Divorced,399,Standard,2186.19,2023-12-23,10,3,0
POL-01091,57,Female,WI,Freelancer,Widowed,730,Premium,4560.93,2022-09-01,0,5,0
POL-01092,38,Female,MA,Nurse,Widowed,810,Standard,4491.8,2020-12-14,12,4,1
POL-01093,20,Male,TN,Driver,Divorced,385,Standard,6110.08,2022-12-20,11,4,0
POL-01094,66,Female,MA,Retail Worker,Widowed,330,Standard,5186.47,2020-12-07,11,6,1
POL-01095,66,Male,MI,Driver,Widowed,540,Comprehensive,7408.82,2020-09-26,12,1,0
POL-01096,43,Male,OH,Teacher,Divorced,482,Standard,6251.56,2024-02-13,12,8,1
POL-01097,40,Male,AZ,Student,Divorced,627,Premium,5227.07,2023-09-22,10,8,1
POL-01098,32,Female,TN,Doctor,Widowed,593,Comprehensive,1677.26,2024-11-23,5,6,0
POL-01099,18,Female,MA,Retail Worker,Married,400,Comprehensive,4851.18,2022-05-06,13,6,0
POL-01100,58,Male,WI,Mechanic,Married,815,Basic,4996.76,2024-02-08,13,0,0
POL-01101,57,Male,IL,Chef,Widowed,393,Premium,670.4,2023-05-16,12,8,0
POL-01102,72,Male,MA,Sales Manager,Married,479,Comprehensive,7528.56,2021-02-13,10,2,0
POL-01103,22,Male,OH,Chef,Widowed,770,Standard,5627.53,2022-06-27,7,2,1
POL-01104,50,Male,WI,Freelancer,Divorced,463,Standard,3966.59,2020-05-23,0,0,1
POL-01105,73,Female,WA,Teacher,Widowed,566,Basic,5868.46,2023-05-28,0,7,1
POL-01106,70,Male,MI,Doctor,Widowed,340,Premium,3495.72,2022-11-13,14,6,0
POL-01107,24,Male,NC,Doctor,Single,473,Premium,3596.7,2021-11-26,4,3,1
POL-01108,31,Female,NY,Sales Manager,Single,769,Comprehensive,6143.77,2024-03-30,8,5,0
POL-01109,62,Female,NJ,Doctor,Widowed,564,Premium,4958.21,2024-04-08,4,2,0
POL-01110,19,Male,VA,Chef,Divorced,598,Premium,7585.94,2020-11-20,9,7,1
POL-01111,61,Female,PA,Construction Worker,Married,450,Premium,6943.61,2021-06-10,7,0,0
POL-01112,55,Female,PA,Chef,Single,565,Premium,5908.55,2024-03-06,12,7,0
POL-01113,40,Male,MD,Freelancer,Divorced,835,Premium,3334.84,2022-09-20,5,8,1
POL-01114,29,Female,WA,Software Engineer,Single,650,Standard,2819.81,2021-04-04,4,4,0
POL-01115,59,Male,VA,Lawyer,Widowed,312,Standard,6060.33,2022-01-14,1,6,0
POL-01116,39,Male,NC,Driver,Single,357,Comprehensive,4750.27,2021-05-22,7,4,0
POL-01117,62,Male,GA,Construction Worker,Widowed,481,Basic,7845.33,2021-06-28,8,1,0
POL-01118,64,Male,PA,Driver,Divorced,362,Standard,2206.9,2023-04-14,15,7,0
POL-01119,52,Male,NJ,Doctor,Single,501,Comprehensive,1373.05,2020-06-19,15,3,0
POL-01120,52,Male,WI,Lawyer,Divorced,309,Comprehensive,6958.54,2020-08-16,14,3,1
POL-01121,18,Female,AZ,Chef,Divorced,804,Standard,2964.8,2022-09-16,9,4,0
POL-01122,73,Male,NJ,Accountant,Divorced,750,Basic,7829.22,2021-01-08,15,0,0
POL-01123,75,Female,TN,Nurse,Married,367,Comprehensive,5547.32,2020-07-12,14,5,0
POL-01124,30,Male,GA,Mechanic,Divorced,813,Premium,2900.12,2022-12-22,15,1,0
POL-01125,57,Male,MD,Retail Worker,Married,631,Standard,1939.28,2022-03-22,5,2,0
POL-01126,38,Female,WI,Doctor,Widowed,575,Standard,7496.33,2022-08-24,9,5,0
POL-01127,37,Female,VA,Freelancer,Divorced,760,Premium,3689.73,2022-03-16,13,0,1
POL-01128,21,Female,VA,Retail Worker,Married,767,Premium,646.1,2023-12-13,6,3,0
POL-01129,36,Female,CA,Sales Manager,Widowed,691,Premium,4685.51,2024-02-22,6,3,1
POL-01130,72,Female,NY,Teacher,Married,464,Premium,5921.37,2024-01-17,15,0,1
POL-01131,62,Female,GA,Accountant,Widowed,360,Basic,920.86,2021-12-02,8,8,0
POL-01132,46,Female,NY,Lawyer,Married,375,Premium,7828.84,2024-02-09,13,2,0
POL-01133,55,Female,MD,Mechanic,Single,748,Standard,2958.82,2023-01-24,8,8,0
POL-01134,62,Male,PA,Doctor,Single,621,Premium,7288.28,2022-07-02,6,2,0
POL-01135,47,Male,MA,Sales Manager,Divorced,503,Premium,2415.18,2024-03-11,0,2,0
POL-01136,59,Female,AZ,Electrician,Widowed,349,Basic,7347.37,2022-11-15,11,0,1
POL-01137,20,Female,MO,Lawyer,Divorced,641,Basic,6008.25,2023-03-03,2,8,0
POL-01138,52,Male,IN,Freelancer,Single,779,Standard,6139.31,2024-04-20,13,4,1
POL-01139,46,Male,NJ,Teacher,Married,647,Comprehensive,4457.85,2023-11-19,13,0,1
POL-01140,54,Female,CA,Chef,Widowed,319,Basic,2189.22,2022-05-24,4,4,0
POL-01141,55,Female,MO,Lawyer,Married,663,Standard,1916.36,2020-10-30,6,4,0
POL-01142,24,Male,MO,Chef,Single,430,Premium,7659.95,2021-11-01,10,3,0
POL-01143,30,Female,IL,Electrician,Divorced,538,Standard,6292.59,2020-02-25,4,7,0
POL-01144,71,Female,CA,Lawyer,Married,689,Basic,3851.09,2022-03-28,6,3,1
POL-01145,55,Male,FL,Nurse,Single,466,Standard,1402.69,2022-09-28,11,5,1
POL-01146,30,Male,FL,Doctor,Divorced,789,Premium,4315.51,2022-07-24,0,0,1
POL-01147,69,Female,WA,Freelancer,Single,663,Premium,7592.99,2024-09-09,2,6,0
POL-01148,32,Male,WA,Student,Widowed,316,Premium,5972.22,2021-10-24,1,2,0
POL-01149,29,Male,PA,Driver,Married,443,Comprehensive,6217.16,2020-05-05,6,4,0
POL-01150,57,Female,IL,Electrician,Married,478,Standard,6064.75,2024-07-17,5,5,0
POL-01151,68,Male,CA,Lawyer,Married,613,Comprehensive,5189.84,2024-09-19,8,5,0
POL-01152,68,Male,NJ,Software Engineer,Widowed,335,Standard,7351.83,2020-04-05,12,8,0
POL-01153,28,Male,CA,Sales Manager,Married,394,Comprehensive,7911.44,2020-08-18,15,7,1
